Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Apartamentos,Venda - apartamento padrão,R$ 560,R$ 2.000,106m²,3,3,2,,,R$ 870.000,60140190,Fortaleza,Aldeota,Rua Afonso Celso,"Código do anúncio: SK 03

Excelente oportunidade, na melhor localização da Aldeota.
Apartamento todo projetado, super ventilado.
Excelente acabamento
Padrão construtora Mota Machado, entregue em 2014
100% nascente
Área privativa de 106 m2
Com 2 vagas de garagem
Apartamento com: 3 quartos, sendo 2 suítes( master com closet), cozinha, área de serviço e dependência completa.
01 torre, com 22 pavimentos, 3 unidades por andar.
Com  3.500 m² de área de lazer.
Salão de festas com entrada independente pela  avenida Rui Barbosa .
Lazer: piscina com borda molhada com espreguiçadeiras, solariium com chuveiro, deck de apoio para piscinas. Churrasqueira, salão de jogos, kids club, playground, fitness Center , sala de descanso, sauna com ducha, wcs, campo gramado, gazebo com caramanchões, praças, jardins planejados, espaço gourmet, home cinema, boate /copa/bar.
Documentação Ok.
Agende uma visita, trata-se de uma oportunidade 
Proprietário aberto a ouvir proposta.
agendar com Silvia Ary.proprietario aberto a negociação."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,125m²,3,3,2,,Permitido animais,R$ 540.000,60821460,Fortaleza,Jardim das Oliveiras,Rua Ataulfo Alves,"Código do anúncio: 1NG3KKL

Casas duplex com 03 suítes com 
Frente 6,60mts 
Fundo 33 mts
terreno com 297m², área construída 125m²
3 suítes, porcelanato, toda no gramado, quintal muito amplo com deck e churrasqueira, lavanderia, 3 vagas"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,61m²,2,2,1,,,R$ 472.000,60055364,Fortaleza,Fátima,Avenida Visconde do Rio Branco - de 2532 a 3698 - lado par,"Código do anúncio: AP0907

PARQUE RIO BRANCO  APARTAMENTOS NO BAIRRO DE FÁTIMA EM FORTALEZA/CE

Tenha a natureza como seu vizinho.

Ar puro, tranquilidade, qualidade de vida. Um empreendimento rodeado por verde, com uma vista incrível, ao lado do Parque Rio Branco.

Vista deslumbrante e permanente para a Vegetação com mais de MIL METROS QUADRADOS de Área Verde. Paisagismo e Área Preservada.

Entre em contato para maiores informações!! -"
Apartamentos,Venda - apartamento padrão,R$ 510,R$ 780,45m²,2,2,1,,,R$ 420.000,60811020,Fortaleza,Engenheiro Luciano Cavalcante,Avenida Almirante Maximiniano da Fonseca,"Código do anúncio: 6743

Excelente apartamento no Luciano Cavalcante com área privativa de 45 m², 02 quartos sendo 01 suíte, varanda, área de serviço, 01 vaga de garagem. Sistema plug and play, ótima localização."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,10m²,4,3,,,,R$ 280.000,60840170,Fortaleza,Messejana,Rua 1 (Cj Res Morada da Lagoa),"Código do anúncio: tsf07jan

Entrada a partir de R$25mil e parcelas a Combinar .

MAIS INFORMAÇÕES ENTRE EM CONTATO"
Apartamentos,Venda - apartamento padrão,R$ 1.100,R$ 3.700,130m²,4,5 ou mais,3,"Quarto de serviço, Área de serviço, Academia, Churrasqueira, Piscina, Varanda","Piscina, Permitido animais, Elevador, Academia, Condomínio fechado, Salão de festas, Portaria",R$ 987.000,60192035,Fortaleza,Cocó,Rua Vilebaldo Aguiar - de 2031/2032 a 2329/2330,"Código do anúncio: PTZ131-010622

Vendo apartamento 131m2 em condomínio em construção no melhor do bairro COCÓ Valor a partir de R$ 987.000*. Previsão de entrega 02/2025.

Invista agora para receber um imóvel com altíssima valorização!

Unidade de 131m2 com hall privativo, porta de acesso com Fechadura digital, 3 Suítes, sala estar, jantar e TV lavabo, dependência completa, varanda Gourmet com infraestrutura para instalação de churrasqueira a gás, sacada em todos os quartos, aquecimento de água a gás
infraestrutura de split nas suítes e sala de estar, 03 vagas de garagem.

Areas comuns equipadas e mobiliadas.

Área de lazer, áreas comuns e serviços inteligentes:
Piscina adulto com raia de 25 mt. , Piscina infantil, Solarium, Deck com churrasqueira, Academia, Fitness, Salão gourmet, Brinquedoteca, Praça coworking, Coworking com duas salas de reunião, Salão de festas, Deck Garden, Playground, Bicicletário, Campo de futebol, quadra soccer, Trilha.
Guarita com eclusa, lobby, guarda E-commerce, vestiários e copa para funcionários, Car wash (lavagem a seco), Pet wash, Pet place e Mini mercadinho.

COMODIDADES:
Fechadura digital nos acessos sociais dos apartamentos, irrigação inteligente, estrutura para guarda e recebimento de delivery e e-commerce, mais de 90% das vagas cobertas, controle de acesso de pedestres e veículos automatizados, wifi nas áreas comuns, medição individual de água e gás.

*Valor referente a unidade nº 101 torre 1 da tabela de Junho 2022. Os valores podem varias sem aviso-prévio. Contate-nos para verificar todas as condições e disponibilidades atualizadas.
Valores de Condomínio e IPTU são somente uma indicação baseada em condomínios parecidos na mesma região em maio 2022."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,69m²,3,3,2,"Churrasqueira, Piscina, Academia","Permitido animais, Academia, Elevador, Piscina, Salão de festas, Condomínio fechado",R$ 449.000,60813680,Fortaleza,Engenheiro Luciano Cavalcante,Rua Ricardo Castro Macedo,"Código do anúncio: 064ade

O apartamento no bairro Engenheiro Luciano Cavalcante tem 69 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros
Possui espaço gourmet, jardim, área de fitness, salão de festas, área de brinquedo para as crianças.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Encontra-se em um condomínio protegido por muros.
Churrasqueira para você aproveitar nos momentos de descontração.
Elevador para mais praticidade no dia-a-dia."
Apartamentos,Venda - apartamento padrão,R$ 1.700,R$ 0,212m²,4,5 ou mais,4,"Churrasqueira, Varanda, Ar condicionado, Área de serviço",Elevador,R$ 990.000,60810160,Fortaleza,Guararapes,Avenida Coronel Miguel Dias,"Código do anúncio: AP0141

Ed Turmalina, localizado na Avenida Coronel Miguel Dias, projetado, com 212m2 de área útil, com 4 suítes (3 suítes com closet), ampla sala, varanda, área de serviço, dependência de empregada, com 4 vagas de garagens que cabem 5 carros.

Localização privilegiada, próximo a vários supermercados, academias, bancos, shopping, universidades. -"
Apartamentos,Venda - apartamento padrão,R$ 886,R$ 0,73m²,3,2,2,"Piscina, Churrasqueira, Área de serviço, Academia","Piscina, Segurança 24h, Academia",R$ 479.000,60822482,Fortaleza,Cidade dos Funcionários,Rua Máximo Linhares,"Código do anúncio: AP0184

- Área: 74m

- 2 Vagas

- 3 quartos, 1 suíte e 1 banheiro social

- Apartamento Projetado e no porcelado (as unidades da construtora são cerâmica)

- Área de Lazer (Home Clube)
Piscina adulto
Infantil
Brinquedoteca
Sala de jogos
Academia
Salão de festas
Quadra
Parquinho

- Internet para todos os moradores e na área de lazer.

- Valor do condomínio: R$ 886,00, Pagamento até dia 10 fica R$ 795,00 -"
Apartamentos,Venda - apartamento padrão,R$ 200,R$ 460,52m²,2,1,1,Mobiliado,"Permitido animais, Condomínio fechado, Portaria, Salão de festas",R$ 130.000,60510182,Fortaleza,Henrique Jorge,Rua Cuiabá - de 371/372 ao fim,"Código do anúncio: V0F122

O apartamento está localizado no bairro Henrique Jorge com 52 metros quadrados com 2 quartos e 1 banheiro
Possui espaço jardinado, área de brinquedo para as crianças, espaço para festas.Fica em um condomínio fechado.
É mobiliado."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,90m²,3,2,2,Churrasqueira,Permitido animais,R$ 250.000,60874401,Fortaleza,Pedras,Rodovia Quarto Anel Viário - lado par,"Código do anúncio: 290822SANTOS2256

SI: Casa nova com fino acabamento, no bairro Ancuri, com 90m², 3 quartos  

Casa Plana com 3 QUARTOS 
 90m² de área construída 
 Bancada ampliada para COOKTOP 
 Varanda gourmet com bancada pra cozinha 
 Porcelanato na cozinha, banheiros e fachada da casa
 Coberta % com laje impermeabilizada e manta alumínio 
 Casa % emassada e com pintura premium
 Iluminação LED para fachada e portão externo 
 2 portões de entrada (VAGAS SOLTAS)
 Chuveirão cascata em granito
 Quarto do casal amplo
 Pontos para iluminação LED na sala e Suíte
 Sanca para iluminação indireta na sala 
  KIT DECK INCLUSO

Aceita financiamento por todos os bancos.


SANTOS IMÓVEIS - CRECI 1319

FAÇA SUA SIMULAÇÃO PELO WHATSAPP:
WHATSAPP: 85 9 8 1 5 8 - 9 7 3 1


SIGA NOSSO INSTAGRAM: @santos.imb

Outras opções de imóveis no site: www.santosimoveis.imb.br"
Apartamentos,Venda - apartamento padrão,R$ 1.000,R$ 0,128m²,3,4,3,"Churrasqueira, Academia, Piscina, Mobiliado","Condomínio fechado, Segurança 24h, Academia, Elevador, Piscina",R$ 1.250.000,60811150,Fortaleza,Engenheiro Luciano Cavalcante,Rua Caio Cid,"Código do anúncio: AP1372

Apartamento com 03 quartos à venda no bairro Guararapes | Condominio Parque Renata.
Com 04 quartos todos suítes, com 128m² de área útil, sala de estar e jantar, cozinha, varanda, área de serviço, 03 vaga(s) de garagem. Posição nascente.

O condomínio dispõe de ampla área de lazer, bem como, piscinas adulto e infantil, quadras esportivas, espaço gourmet e demais.

Maiores informações:  /  -"
Apartamentos,Venda - apartamento padrão,R$ 860,,78m²,3,2,1,"Área de serviço, Armários embutidos, Armários na cozinha, Ar condicionado, Varanda, Quarto de serviço","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Salão de festas",R$ 450.000,60125100,Fortaleza,Meireles,Rua Tibúrcio Cavalcanti - até 819/820,"REF: 716663

Apartamento muito bem localizado, com 78,m², vista mar, distando 1 quarteirão para a nova e belíssima Beira Mar com 3 quartos, sendo uma suite master (wc com 2 portas - uso suite e social) e uma pequena suite (com acesso pela pela sala e área de serviço) para uso como gabinete ou 2ª suite, ou ainda como dependência de empregada próximo de toda infra estrutura de lazer, turismo, restaurantes, quiosques da Beira Mar, serviços, farmácias, supermercados.

AGENDE UMA VISITA!!

ÍTALO MENDES 
CRECI: 18798

TEL/ZAP: 85 ... ver número "
Casas,Venda - casa em rua pública,R$ 0,R$ 0,98m²,3,2,,"Churrasqueira, Ar condicionado",,R$ 350.000,60861830,Fortaleza,Passaré,Rua Itaboraí,"Código do anúncio: CA0144

Casa Plana 100% nascente com 98m², sala de estar e jantar, 03 quartos sendo 02 suítes, cozinha americana com acesso de serviço, área e de serviço coberta, quintal, 03 vagas de garagem.

Com localização privilegiada a poucos metros da Av. Dep. Paulinho Rocha, com fácil acesso a arena castelão, Br 116, Av. Alberto Craveiro, Aeroporto, com ampla rede de serviços que irá garantir conforto e comodidade ao seu dia a dia.

Vamos agendar sua visita! Horários flexíveis de segunda a sábado. Entre em contato por telefone ou whatsapp .
CA1159 -"
Apartamentos,Venda - apartamento padrão,R$ 855,R$ 0,86m²,3,3,2,"Academia, Piscina, Churrasqueira","Academia, Condomínio fechado, Piscina, Elevador, Salão de festas",R$ 1.011.000,60175100,Fortaleza,Varjota,Rua Pedro Rufino,"Código do anúncio: deb315

Mirus Living 

86 m² de Área construída 
3 Quartos (2 Suíte) 
3 Banheiros 
2 Vagas por unidade 

Próximo à Beira Mar 
Piscina Adulto e Infantil 
Deck com churrasqueira 
Guarita elevada com eclusa 
Rebook Fitness Center 
Central Crossfit 


Significando maravilha de viver, o Mirus Living é um empreendimento de alto padrão, que apresenta um novo estilo de viver a um público jovem, sofisticado voltados para as atividades sociais lúdicas tanto de lazer quanto esportivas."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,67m²,3,2,2,"Churrasqueira, Piscina, Ar condicionado, Varanda, Área de serviço",Piscina,R$ 460.000,60411135,Fortaleza,Fátima,Avenida dos Expedicionários - até 4035 - lado ímpar,"Código do anúncio: MA113

Apartamento novo e pronto em Fatima com área de lazer completa. São três dormitórios e duas vagas TUDO PERTO, AO SEU LADO. Localizado no melhor do Bairro de Fátima, próximo à Avenida dos Expedicionários, perto de supermercados, escolas, faculdades, restaurantes e shoppings, o Prisma Residencial Clube é o projeto perfeito para quem procura qualidade de vida e facilidades. A vida pede cada vez mais praticidade e bem-estar. Isso significa estar próximo de tudo o que você precisa, sem enfrentar o stress do trânsito ou grandes distâncias. O melhor da cidade a poucos metros do lugar que você vai querer chamar de seu. 20 itens de lazer Salão de Jogos Campo Gramado Praça dos Encontros Praça de Leitura Quiosque Praça das Artes Salão de Festas Piscina Adulto Ateliê das Artes Espaço Gourmet Home Office Tenda das Babás Praça Teen Pista Cooper Playground Kids Club Espaço Mulher Piscina Infantil Espaço -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,142m²,4,4,2,,Elevador,R$ 650.000,60170040,Fortaleza,Meireles,Rua Leonardo Mota - até 899/900,"Código do anúncio: AP0382

Excelente apartamento com vista mar no melhor do Meireles!

Que tal morar em um apartamento espaçoso, arejado e super bem localizado? Pois é o que esse imóvel te proporciona.

O imóvel tem amplos espaços que acomoda bem desde famílias pequenas como grandes, conta com duas salas , uma cozinha ampla, quatro quartos sendo 2 suítes, quatro banheiros, dependência de empregada e duas vagas de garagem.

Esse belo apartamento se localiza próximo a várias comodidades como: supermercados, farmácias (Pague Menos, Drogasil, outros) academias, padarias, shopping centers (Center Um e outros) e muito mais.

Além disso, o imóvel está a apenas a dois minutos da Av. Beira Mar um dos principais pontos turísticos da cidade, que ira lhe possibilitar a prática de esportes e a passeios noturnos pela beira mar.

O imóvel tem fácil acesso as principais avenidas, a três quadras da Avenida Abolição, a três quadras Avenidas Senador Virgílio Távora e a duas quadras da Avenida Desembargador Moreira.

Entre em contato e agende uma visita sem compromisso!
Estamos esperando sua ligação! -"
Apartamentos,Venda - apartamento padrão,R$ 880,R$ 0,110m²,3,4,2,"Academia, Churrasqueira, Varanda, Mobiliado, Piscina","Condomínio fechado, Elevador, Academia, Piscina",R$ 920.000,60110371,Fortaleza,Aldeota,Rua Antônio Augusto - de 911/912 a 2099/2100,"Código do anúncio: AP0258

MARBELLA HOME CLUB PROJETADO

Inspirado no balneário de luxo no litoral da Espanha, local ideal para férias e entretenimento, o Marbella Home Club é um empreendimento completo que prioriza o seu lazer e bem estar.

Com localização privilegiada no bairro Aldeota, Marbella traz apartamentos de 110m² de área privativa, 3 suítes para o nascente e varanda gourmet integrada com a cozinha. Além disso, o condomínio oferece piscina adulto e infantil, fitness center, deck gourmet, sauna integrada com piscina, hidromassagem com bar molhado, entre outros espaços voltados para sua tranquilidade. Viva em férias todo dia, venha para o Marbella Home Club.

LAZER COMPLETO COM:
Piscina adulto com raia de 25 metros
Piscina infantil
Prainha
Hidromassagem
Bar molhado
Sauna integrada com piscina
Deck gourmet com churrasqueira e forno de pizza
Amplo salão de festas com copa
Sala de jogos
Brinquedoteca
Sala de estudos
Home office
Campo gramado
Quadra de areia
Estação de alongamento
Playground infantil
Redário
Espaço Fitness
Bosque de piquenique
Pet's place

FICHA TÉCNICA:
Terreno nascente de 3.182,00m²
2 Torres
2 Elevadores, sendo 1 social
Dois apartamentos por andar
Área privativa de 110,03m²
3 Suítes
Ampla sala
Varanda gourmet integrada com a cozinha

Gostou e quer maiores informações? fala comigo agora.

BRENO PINTO
CONSULTOR IMOBILIÁRIO
(85) 9. -"
Casas,Venda - casa em rua pública,R$ 400,R$ 750,140m²,4,3,3,"Churrasqueira, Varanda",Condomínio fechado,R$ 550.000,60822080,Fortaleza,Cidade dos Funcionários,Rua Manoel Monteiro,"Código do anúncio: 249

Excelente duplex em condomínio fechado próximo ao lado Jacarey, a farmacias, restaurantes, supermercados e muitos mais.


- 140m² de área construída

PAVIMENTO TÉRREO
- Sala de Estar
- Sala de Jantar
- Cozinha
- 1 Suíte
- Área de Serviço
- Quintal com Excelente Área Gourmet
- 3 Vagas de Garagem

PAVIMENTO SUPERIOR
- 1 Suíte Plena com uma Linda Varanda
- 1 Suíte Reversível
- 1 Quarto

Condomínio privativo com Deck para aqueles momentos em família e amigos!

Venha e agende sua visita..



CPT: SC"
Apartamentos,Venda - apartamento padrão,R$ 2.000,R$ 0,196m²,4,5 ou mais,3,"Área de serviço, Mobiliado",Elevador,R$ 850.000,60150190,Fortaleza,Aldeota,Rua Marcos Macêdo,"Código do anúncio: AP1252

*Romanza Residence *

*Aldeota*

196 m2
sala 2 ambientes
varanda
4 Suites ( uma reversível ) e Dce
cozinha ampla e área de serviço p
3 vagas de garagem
jardins, Playground, salão de festas, poço profundo, gerador

*Condomínio R$ 2.000*

*Iptu: 4.700*

*R$ 890.000,00*

Aberto a Proposta, aceita Financiamento. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,197m²,3,4,4,"Churrasqueira, Piscina, Academia, Ar condicionado, Varanda","Academia, Salão de festas, Permitido animais, Piscina, Elevador, Condomínio fechado, Portaria",R$ 2.000.000,60192070,Fortaleza,Cocó,Rua Andrade Furtado - até 949/950,"Código do anúncio: theoneIPTECO

O apartamento no bairro Cocó tem 197 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros
Possui área de fitness, espaço gourmet, espaço jardinado, parquinho com diferentes brinquedos, salão de festas.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Churrasqueira para você aproveitar nos momentos de descontração.
Elevador que garante o transporte das suas malas e compras.
Encontra-se na privacidade de um condomínio fechado."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,50m²,2,1,2,Área de serviço,,R$ 115.000,60762376,Fortaleza,Mondubim,Rua Monte Líbano,"Código do anúncio: AP1730

Dois Quartos;
Sala estar e Jantar;
Cozinha e Área de Serviços;
Banheiro;
Garagem para um Carro;
Água individual com Caixa DAgua;
Quitado e com Documentação Regularizada;
Financia pelo Bradesco;
Área: 49,43m² -"
Apartamentos,Venda - apartamento padrão,R$ 900,R$ 935,165m²,3,4,2,"Armários na cozinha, Área de serviço, Quarto de serviço, Armários embutidos, Mobiliado","Permitido animais, Elevador, Salão de festas, Portaria",R$ 595.000,60170192,Fortaleza,Dionisio Torres,Avenida Senador Virgílio Távora - de 2192 ao fim - lado par,"Código do anúncio: 1HDNIE1

O apartamento no bairro Dionisio Torres possui 165 metros quadrados com 3 quartos sendo 2 suites e 4 banheiros
Possui salão de festas.
Além disso alarme de segurança.Elevador que garante o transporte das suas malas e compras.
É mobiliado."
Casas,Venda - casa em condominio fechado,R$ 0,R$ 0,125m²,3,4,2,"Piscina, Porteiro 24h, Ar condicionado, Churrasqueira, Área de serviço","Permitido animais, Piscina, Condomínio fechado, Academia, Portão eletrônico",R$ 549.000,60830465,Fortaleza,José de Alencar,Rua Jonas Sampaio,"Código do anúncio: CA1000

Casa duplex no condomínio Casa Reale, com 125 metros de área construída, 100% armários projetados, sala dois ambientes, escritório, cozinha e dependência completa de empregada. Na parte superior o imóvel dispõe de 3 suítes, ambas com móveis projetados e centrais de ares condicionados e varanda.
O condomínio disponibiliza uma excelente área de lazer, com deck, churrasqueira, bar molhado, piscina adulto e infantil, sauna, bar molhado, quadra, playground, salão de festas.
Imóvel com localização privilegiada, há poucos metros da Av. Washington Soares,  próximo a supermercados, shopping, academias, bares/restaurantes, farmácias, colégios, faculdades, etc.  
Agende sua visita!"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,200m²,4,5 ou mais,5 ou mais,Ar condicionado,"Portão eletrônico, Permitido animais",R$ 685.000,60830095,Fortaleza,José de Alencar,Avenida Presidente Artur Bernardes - de 3441/3442 ao fim,"Código do anúncio: ca1117

Casa duplex situada no Bairro José de Alencar, próxima ao Colégio Christus Sul. Encravada em um terreno que mede 8,5m mas linhas de frente e fundos por 40m em suas laterais, esta casa dispõe de uma área construída de aproximadamente 200 m², distribuída em; 4 vagas de garagem, sala de estar e jantar, sala de vídeo, 4 suíte ou escritório (nas fotos se vê uma brinquedoteca), cozinha planejada, dependência completa de empregada, amplo quintal com um belo deck, jardim, piscina e no pavimento superior; 3 suítes sendo a máster com closet e varanda.
Este imóvel possui orientação solar voltada para o nascente, ou seja, a tarde sua frente fica toda na sombra, e além disso ela fica localizada em uma rua sem saída, o que reforça a sensação de segurança e privacidade.
Com uma localização diferenciada este imóvel lhe permitirá ter fácil acesso a escolas, restaurantes, academias, praias e demais itens úteis no seu dia a dia.
E então?
Vamos agendar uma visita?"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,271m²,4,5 ou mais,0,Piscina,Piscina,R$ 3.300.000,60125100,Fortaleza,Meireles,Rua Tibúrcio Cavalcanti - até 819/820,"Código do anúncio: MS.PALATI_1-2147504

O empreendimento conta com diversos itens de lazer para toda a família: sala de jogos, salão de festas, piscinas adulto e infatil, sauna, pet place, campo gramado e muito mais. Localizado próximo aos shoppings Del Passeo, Aldeota e Center Um; Farmácias, padarias, Santa Grelha, Casa do Frango, Pizzaria Vignoli, Super Mercados, Colégio Christus, Restaurantes, Palácio da Abolição e muito mais na região mais nobre de Fortaleza! 
 
 
 - Características: Ar Condicionado, Portão Eletrônico, SPA / Hidromassagem, 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, Despensa, Escritório, 
 
 - Lazer: Academia, Campo, piscina, Playground, QUADRA, Salão de festas, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,"
Casas,Venda - casa em condominio fechado,R$ 1.900,R$ 0,278m²,3,4,,,Condomínio fechado,R$ 1.100.000,60833196,Fortaleza,Sapiranga-Coité,Rua Rafael Tobias - até 1999/2000,"Código do anúncio: CA1336

Casa duplex com 3 suítes no condomínio Gran Carmel.

Com área privativa de 277,73 m², esta magnifica casa conta com uma excelente localização no bairro Sapiranga, são :
3 suítes, gabinete,
ampla sala para 3 ambientes,
cozinha , DCE e área de serviço.
Condomínio com completa infraestrutura de lazer e segurança.

Agende uma visita conosco!!!!! -"
Apartamentos,Venda - apartamento padrão,R$ 815,R$ 0,74m²,3,2,2,"Piscina, Churrasqueira, Academia","Piscina, Elevador, Permitido animais, Salão de festas, Portaria, Condomínio fechado, Academia",R$ 640.000,60811110,Fortaleza,Engenheiro Luciano Cavalcante,Rua Luiza Miranda Coelho,"Código do anúncio: (ELI) 15287O3

Área do Terreno: 4.320,00m²
Apartamentos: 154 | Torres: 02
Apartamentos Por Andar: 02, 03 e 04
Pavimentos: 24 sendo 02 (Subsolos) + 01 Térreo + 01 (Pilotis Lazer) + 20 (Tipo)
Torres: 02 (Reserva Natura e Reserva Flora)
Elevadores: Elevador Exclusivo que Liga a Guarita a Área de Lazer,

74,05m²: 3 quartos, sendo 1 suíte  Sala de Estar e Jantar Integradas a Varanda  Cozinha Integrada a Varanda Gourmet  Área de Serviço  Varanda Gourmet  Suíte Master com Sacada  Preparação Para Ar-Condicionado  Guarda Corpo das Varandas em Vidro e Bancadas em Granito  Laje Técnica para Split  Pré-disposição para Agua Quente  2 vagas  Cortina de vidro na varanda  moveis projetados.

Lazer (Elevada) 
 Guarita Elevada com Eclusa e Janelas Blindadas, Praça das Águas, Playground, Academia Outdoor, Pista de Cooper, Hall Social, Spa com Sauna, Salões de Festas, Boate, Prainha, Solarium, Quiosques com Churrasqueira, Espaço Gourmet com Varanda, Salão de Jogos, Salão de Eletrônicos, Quadra Poliesportiva, Praça dos Encontros, Academia Térreo, Espaço Kids, Playground,

DATA DE ENTREGA: 
Condomínio R$ 815,00 incluso água (pagando em dia sai por R$ 750,00)

Forma de Pagamento: À VISTA ou FINANCIAMENTO BANCÁRIO.

Solicite sua simulação de financiamento, e saiba quais as melhores opções de imóveis para você.

Ligue Agora, Chame no WhatsApp ou Via Chat
ELISANGELA ARRUDA - CRECI 8360F
(85) 98642.9020
www.elisangelaarrudaimoveis.com.br"
Apartamentos,Venda - apartamento padrão,R$ 400,R$ 400,63m²,3,2,1,,,R$ 330.000,60822155,Fortaleza,Cambeba,Rua Amâncio Valente,"Código do anúncio: AP0114

Apartamento, no Cambeba, com 3 dormitórios à venda, 63 m² por R$ 330.000 - Fortaleza/CE.

Apartamento no Cambeba, localização Exceletene, Favoritto Residence clube, 120m2, 4 quartos, 2 suíte, com móveis embutidos na cozinha. Condomínio com lazer completo e na coluna favorável a sombra, proximo aos principais supermercados, avenidas, BR116, colégios, academias. -"
Apartamentos,Venda - apartamento padrão,R$ 605,R$ 980,75m²,3,3,2,"Varanda, Ar condicionado, Mobiliado, Armários embutidos, Churrasqueira, Academia, Área de serviço, Piscina, Armários na cozinha","Piscina, Portaria, Condomínio fechado, Academia, Elevador, Permitido animais, Salão de festas",R$ 845.000,60110370,Fortaleza,Meireles,Rua Antônio Augusto - até 909/910,"Código do anúncio: W&M112

MEIRELES

PIAZZA COLIZEU

RUA ANTONIO AUGUSTO 52

O novo empreendimento Piazza Coliseu está localizado no bairro de Meireles, em uma localização privilegiada à apenas 100 metros da Av. Beira Mar. Condomínio com lazer completo e portaria 24h. 

O apartamento conta com 75 m², 3 quartos, sendo uma suíte e 2 vagas de garagem soltas. 

Além disso, é porteira FECHADA, ficando todos os seguintes itens na negociação:

Quarto 1 (suíte):
- Roupeiro
- Cabeceira Casal
- 2 Criado mudo 
- Cortina
- 2 pendentes
- Ar condicionado 

Quarto 2:
- Roupeiro
- Cabeceira Solteiro
- 1Criado mudo
- Bancada de estudos e nichos.
- Cortina
- Luminária 
- Ar condicionado 

Quarto 3:
- Roupeiro 
- Cama e cama auxiliar 
- Bancada de estudos e nichos
- Cortina
- Ar condicionado

Sala:
- Home
- Mesa 
- Canto Alemão 
- 2 cadeiras 
- Cortina 

Cozinha:
- Armários
- Geladeira 
- Cooktop
- Forno 
- Coifa 
- Micro-ondas
- Cortina 

Área de Serviço:
- Armários 
- Máquina de lavar 
- Gelagua

2 VAGAS SOLTAS

LAZER COMPLETO

VALOR DE PEDIDA 845 MIL ( ACEITA NEGOIAR)

VAMOS AGENDAR UMA VISITA SEM COMPROMISSO!

ENTRE EM CONTATO       MARY COUTINHO"
Apartamentos,Venda - apartamento padrão,R$ 1.000,R$ 0,121m²,3,3,2,Mobiliado,Elevador,R$ 450.000,60175070,Fortaleza,Meireles,Rua Frei Mansueto - até 1330 - lado par,"Código do anúncio: CT.Frei_M_1-2363673

Condomínio Frei Mansueto 
 
 O apartamento está localizado no bairro Meireles tem 120 m2 com 3 quartos sendo 1 suíte e 3 banheiros 
 Possui salão de festas. Elevador que garante o transporte das suas malas e compras. 
 Fica em um condomínio fechado. 
 É mobiliado (fixos projetados). 
 
 3 quartos/ 1 com suíte 
 Dependência com banheiro 
 Sala ampla 
 2 vagas na garagem 
 121 metros 
 Cond 1 mil 
 apartamento para comprar emRua Frei Mansueto, 1240 - Meireles, Fortalez 
 Portaria 24h 
 Salão de festas 
 
 IMÓVELAceita animais 
 Condomínio fechado 
 Elevador 
 Mobiliado 
 Portaria 24h 
 Salão de festas 
 
 
 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,53m²,2,1,1,,,R$ 180.000,60750080,Fortaleza,Prefeito José Walter,Avenida I (Cj Prefeito José Walter),"Código do anúncio: AP O107

O apartamento no José Walter
53m² de area 
2 quartos sendo 1 suite 
1 banheiro
Lazer Completo
1 vaga
Ótima localização 
acesso fácil a coletivos"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,70m²,3,2,1,,Permitido animais,R$ 230.000,60355501,Fortaleza,Presidente Kennedy,Rua Margarida Maria,"Código do anúncio: AP0765

Esta é sua grande chance! Apartamento de 70m² com três dormitórios sendo 1 suíte, cozinha, área de serviço e garagem coberta. Aceita pet. Então se você tem um animalzinho, ele amará o novo ambiente. 
 
Nas redondezas possui farmácias, supermercados bancos, hospitais e todas as redes de lojas e restaurantes que a região pode te oferecer.

Não perca tempo e agende já sua visita!"
