Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Apartamentos,Venda - apartamento padrão,60824000,Fortaleza,Parque Iracema,Rua Consuelo Freire,"Código do anúncio: ap0878

Apartamentos novos no Parque Del Sol com 75 m² área útil, 03 suítes, 02 vagas, elevador dedicado, banheiro na varanda gourmet, infraestrutura para aquecimento central de água nos banheiros, tomadas USB, Sky health, Sky Fun. 
Com mais um diferencial, o NEO é uma unidade privê, são poucos apartamentos, organizados para que você desfrute ao máximo do seu Sky Place, dos ambientes de lazer e de serviços de alta qualidade com a máxima privacidade possível.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,550000,75,3,3,2,7333.333333333333,"Rua Consuelo Freire, Parque Iracema, Fortaleza - CE","Rua Consuelo Freire, Parque Del Sol, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-000, Brasil"
Apartamentos,Venda - apartamento padrão,60115000,Fortaleza,Meireles,Rua Ildefonso Albano - até 889/890,"Código do anúncio: AP0533

APROVEITE ESSA OPORTUNIDADE E REALIZE O SEU SONHO DE MORAR OU INVESTIR PRÓXIMO A BEIRA MAR

APARTAMENTO MODERNO, COM VISTA MAR,  TODO REFORMADO, COM MOBILIA TODA NOVA COM 54m2, 2 QUARTOS, SENDO UMA SUÍTE REVERSÍVEL, SALA COM VARANDA E COZINHA, E UMA VAGA COBERTA. PORTEIRA FECHADA.

VERÇOSA IMOBILIÁRIA, O IMÓVEL DOS SEUS SONHOS ESTÁ AQUI. -",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,390000,54,2,1,1,7222.222222222223,"Rua Ildefonso Albano - até 889/890, Meireles, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60831160,Fortaleza,Lagoa Redonda,Rua Lourdes Vidal Alves,"Código do anúncio: Natura Ville

Casa de condomínio na Lagoa Redonda

88m2
3 quartos sendo 2 suítes 
(suíte master com closet)
Cozinha projetada 
Sala para 2 ambientes
Quintal 

Condomínio R$400,00

Academia 
Sala de cinema 
Salão gourmet 
Salão de festas
Piscina 
Campo 
Playground 

R$340.000",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,340000,88,3,3,2,3863.6363636363635,"Rua Lourdes Vidal Alves, Lagoa Redonda, Fortaleza - CE","Rua Lourdes Vídal Alves, Lagoa Redonda, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60831-160, Brasil"
Apartamentos,Venda - apartamento padrão,60175742,Fortaleza,Papicu,Rua Valdetário Mota - de 410/411 a 1268/1269,"Código do anúncio: PLANALTO 221000

Apto 03 Quartos 02 Wc 02 Vagas 

Valor 220.000 
Fale conosco:  9 9721=1385 whats Claudio Aguiar 
corretor de imoveis creci 9301

Apartamento no Papicú ao lado do Shopping Rio Mar. Entre a Santos Dumont e o Shopping.

03 Quartos (2 Suítes) + DCE Varanda
108m²",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221000,106,3,2,2,2084.9056603773583,"Rua Valdetário Mota - de 410/411 a 1268/1269, Papicu, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: AP0259

Apartamento 3 quartos, sendo 1 suíte com closet. Varanda, sala 2 ambientes, cozinha, wc social, wc empregada, 2 vagas, bom estado, com moveis fixos.  Predio com lazer completo, piscina, academia, quadra, playground, espaco kids, salao de festas, espaço de convivencia, honest market, guarita 24 horas, e muito mais! Fica somente ha 3  quarteirões da Avenida Beira Mar, Localização espetacular!  Proximo a toda infra estrutura comercial e de lazer do bairro Meireles. -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,590000,75,3,3,2,7866.666666666667,"Rua Silva Paulet - até 764/765, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60055172,Fortaleza,Joaquim Távora,Avenida Visconde do Rio Branco - de 2799 a 3699 - lado ímpar,"Código do anúncio: 024c33

O apartamento no bairro Joaquim Távora tem 92 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros
Possui salão de festas, jardim, lareira, área de brinquedo para as crianças, espaço gourmet.
Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.
Churrasqueira para você aproveitar nos momentos de descontração.
Já tem os móveis incluídos.",1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,820000,92,3,3,2,8913.04347826087,"Avenida Visconde do Rio Branco - de 2799 a 3699 - lado ímpar, Joaquim Távora, Fortaleza - CE",
Casas,Venda - casa em condominio fechado,60833365,Fortaleza,Sapiranga-Coité,Rua Eunice Weaver,"Código do anúncio: CA0291 - Novo Milênio III

A casa de condomínio está localizado no bairro Sapiranga com 154 metros quadrados com 4 quartos sendo 3 suites e 4 banheiros
Possui área de fitness, jardim, área de recreação infantil, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina, aproveitar a vida ao ar livre no seu próprio quintal.Encontra-se na privacidade de um condomínio fechado.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685000,154,4,4,2,4448.051948051948,"Rua Eunice Weaver, Sapiranga-Coité, Fortaleza - CE","Rua Eunice Weaver, Sapiranga / Coité, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60833-426, Brasil"
Apartamentos,Venda - apartamento padrão,60130450,Fortaleza,Tauape,Rua Tibúrcio Rodrigues,"Código do anúncio: AP4904

- Próximo Hospital da Unimed
- 3 dormitórios, sendo 1 suíte reversível, wc social
- Nascente
- Condomínio Barato
- Gás canalizado
- Ficam no apto: cama de casal, guarda-roupas, rack, estante,
geladeira, mesa com tampo de vidro,  cadeiras da mesa e armários
da cozinha. -",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150000,61,3,2,1,2459.0163934426228,"Rua Tibúrcio Rodrigues, Tauape, Fortaleza - CE","Rua Tibúrcio Rodrigues, São João do Tauape, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60130-420, Brasil"
Apartamentos,Venda - apartamento padrão,60115220,Fortaleza,Meireles,Avenida Rui Barbosa - até 789/790,"Código do anúncio: fa6ee5

O apartamento no bairro Meireles possui 195 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros
Possui salão para festas e eventos, espaço jardinado, área de brinquedo para as crianças.
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.
Amplo apartamento- Bairro Joaquim Távora/ Aldeota ( proximidades do Carrefour da Av Barão de Studart)
Área interna: 170m2
Garagem: 25m2
Área total: 195m2
Valor de venda:R$530.000,00
Condomínio: R$1.100,00
IPTU mensal: R$202,62 
Três suítes ( todas com varandas)
Lavabo
Dependência de empregada transformada em mais uma suíte (quarta suíte).
Granito, porcelanato, todo o sistema de iluminação atualizado, com troca de quadro, lâmpadas em led etc 
Banheiros com blindex.
Duas amplas vagas de garagem.
Aceito financiamento bancário.",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,530000,170,3,5,2,3117.6470588235293,"Avenida Rui Barbosa - até 789/790, Meireles, Fortaleza - CE",
Casas,Venda - casa em rua pública,60866615,Fortaleza,Jangurussu,Rua 511 (Cj São Cristovão),"Código do anúncio: SLLOMA20 (85)... ver número

COMPRE sua CASA da MELHOR forma. 

Entrada mínima: R$33.000,00
Parcelas no BOLETO.

NEGATIVADOS, AUTÔNOMOS E BAIXO SCORE

Possibilidade de financiamento ou autofinanciamento. 
 PALOMA MAIA


imagens ilustrativas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,104,3,1,0,2211.5384615384614,"Rua 511 (Cj São Cristovão), Jangurussu, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60170002,Fortaleza,Aldeota,Avenida Desembargador Moreira - de 902 a 2120 - lado par,"Código do anúncio: AP0350

Amplo APARTAMENTO com 132 m², situado no bairro Dionísio Torres, numa localização extraordinária, com sala em L, 3 quartos sendo 1 suíte, ampla cozinha com móveis fixos, área de serviço, despensa, Dependência completa DCE, e 3 vagas de garagens.

A LOCALIZAÇÃO é fantástica, com ônibus na porta, e podendo fazer praticamente tudo à pé, próximo de supermercados, bancos, restaurantes, e toda a infraestrutura de comércios e serviços que a região oferece.

MAIORES PROXIMIDADES:
Assembléia Legislativa do Estado
Caixa Econômica Federal
Colégio Shalom
Supermercado São Luiz
Hospital São Carlos

Agende uma já sua visita, E conte com nosso suporte! -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,132,3,2,3,2083.3333333333335,"Avenida Desembargador Moreira - de 902 a 2120 - lado par, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120021,Fortaleza,Aldeota,Rua Silva Paulet - de 766/767 a 1889/1890,"Código do anúncio: AP0122

Edifício Itapuã - Aldeota - Fortaleza/CE

Amplo apartamento de 130 m², voltado para o nascente, dois apartamentos por andar.

Bem localizado na Aldeota, na Rua Rua Silva Paulet,772,  esquina com a Pereira Filgueiras, próximo da beira mar, farmácias, hospitais, bares e restaurantes, grandes avenidas como a Av. Abolição e Av. Santos Dumont.

Três suítes e dependência completa, garagem paralelas.

Vem conferir. Liga ou manda Whatsapp: (85) 98131.3133

Select Broker
Creci: 6916 -",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,490000,130,3,3,2,3769.230769230769,"Rua Silva Paulet - de 766/767 a 1889/1890, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60140140,Fortaleza,Aldeota,Rua João Carvalho,"Código do anúncio: APPARA

Apartamento muito bem localizado no bairro Aldeota.
Edifício Maison Life
Praticamente novo, lazer completo
Belíssima varanda Goumet
Nascente total
Edifício revestido
18 andares com 3 apartamentos por andar, portaria elevada, dois elevadores, pavimento mezanino com salão de festas, academia, espaço Gourmet.Piscina.
Piso porcelanato polido
Ampla varanda estendida, sala dois ambientes, dois quartos sendo uma suíte com varanda, banheiro social com blindex. cozinha com móveis planejados e área de serviço.

Agendamos visitas todos os dias, inclusive domingos e feriados, valorize seu temo.

Corretores Associados
Roosevelt Ribeiro
CRECI 7458
Rejane Rebouças.
CRECI 8268",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,450000,58,2,2,1,7758.620689655172,"Rua João Carvalho, Aldeota, Fortaleza - CE","Rua João Carvalho, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60000-000, Brasil"
Apartamentos,Venda - apartamento padrão,60135212,Fortaleza,Dionisio Torres,Rua Doutor Adhemar Braga,"Código do anúncio: AP0466

Excelente APARTAMENTO, uma COBERTURA PLANA CLÁSSICA, com a exclusividade de ser UM POR ANDAR, toda avarandada, numa RUA SUPER TRANQUILA, num dos bairros mais tradicionais da cidade, e, ao mesmo tempo, próximo de tudo, com  piso em granito na sala e varandas, porcelanato nos quartos e cerâmica na cozinha, 3 suítes, sendo a máster com closet, varanda, gabinete privativo (homeoffice) com opção de mais um quarto e estar íntimo, e as demais também com varandas, uma delas reversível; ampla sala em L e com varanda, cozinha tradicional com armários, além de despensa com prateleiras em pedra em mármore; Área de Serviço ampla e também com armários, Dependência Completa -  DCE, e o Plus de uma Lavanderia externa coberta e privativa, com 15,00m² de área extra, no terraço superior do prédio, além de 04 vagas de garagem, sendo 2 paralelas e 2 em fila indiana, todas no subsolo.O CONDOMÍNIO em torre única, conta com toda infra estrutura de segurança, com portaria virtual, cerca elétrica, sistema de câmeras e portões automáticos, e zelador para prestação de serviços diários e emergenciais, o que representa diminuição de custos, além de administração exemplar, com inadimplência zero e reservas de caixa para obras de ajustes relativos a inspeção predial da Prefeitura, além de acessibilidade, poço profundo, e ampla área de circulação.Na região, simplesmente tudo, desde bancos, supermercados, escolas, restaurantes, e toda a infra estrutura de serviços e comércio que a região oferece.Dentre as maiores proximidades estão a Assembléia Legislativa do estado, a Caixa Econômica Federal da Pontes Vieira e o que há naquela micro região.Agende logo uma visita, e conte com nosso SUPORTE! -",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,430000,213,3,3,4,2018.7793427230047,"Rua Doutor Adhemar Braga, Dionisio Torres, Fortaleza - CE","Rua Doutor Adhemar Braga, Dionísio Torres, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60135-212, Brasil"
Apartamentos,Venda - apartamento padrão,60871100,Fortaleza,Messejana,Rua Chico França,"Código do anúncio: 1M2OABJ

O apartamento NOVO PRONTO para morar,proxímo Messejana, possui 65 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros ,varanda , 
Possui parquinho infantil, espaço para festas. Churrasqueira para você aproveitar nos momentos de descontração.
FINANCIAMENTO CAIXA (CASA VERDE AMARELA)
MAIORES INFORMAÇÕES: 999 LUCIO AGUIAR. tenho outras opções.
Encontra-se na privacidade de um condomínio fechado.",0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,165000,65,2,2,1,2538.4615384615386,"Rua Chico França, Messejana, Fortaleza - CE","Rua Chico França, Messejana, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60840-280, Brasil"
Apartamentos,Venda - apartamento padrão,60040082,Fortaleza,Benfica,Avenida Domingos Olímpio - de 992 a 1500 - lado par,"Código do anúncio: REO726169

Prédio bem localizado,  próximo a hospitais: HGF,  Hospital Central de Fortaleza, Universidades, de fácil acesso para a Av. Bezerra de Menezes, Av. Duque de Caxias, Av. da Universidade ao Centro com bancos e lojas etc. Apartamento com 99,57m², super ventilado, claro, andar médio, distribuição interna: com sala, 3 quartos com armários, sendo 1 suíte, banheiro social, cozinha, 1 vaga de garagem. Marque uma visita com um dos nossos corretores. - Ref.: REO726169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,99,3,3,1,3535.3535353535353,"Avenida Domingos Olímpio - de 992 a 1500 - lado par, Benfica, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60183713,Fortaleza,Praia do Futuro II,Rua Coronel Francisco Montenegro,"Código do anúncio: AP0494

MIRANTE CONDOMÍNIO CLUBE

VICTA ENGENHARIA

2 quartos com suíte
7 tipos de planta (de 47,70m² a 78,66m²)
Térreo + 13 andares
2 ELEVADORES POR TORRE

Um mergulho, um respiro.
Vista privilegiada e lazer exclusivo. A sua nova vida na Praia do Futuro.

100 metros do Mar

Rooftop
Quadra
Playground
Baby Place
Piscina
Solarium
Pet place
Bicicletário
Academia
Fitness externo
Coworking
Café
MiniMarket
Pub Bar
Mirante
Livings
Salão de festas

LAZER EQUIPADO E DECORADO
Projeto Paisagístico

UNIDADES A PARTIR DE R$ 259.990,00

Ato mínimo R$ 990,00

entrada em ate 48x

Documentação GRÁTIS AS PRIMEIRAS 45 UNIDADES (ITBI E REGISTRO)*

agende ja sua visita
(85) 99271.2014 Rafael -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,259990,52,2,2,1,4999.807692307692,"Rua Coronel Francisco Montenegro, Praia do Futuro II, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: AP1263

Condomínio localizado no Meireles conta com  3 suítes, 6 vagas de garagem, fica há 2 quadras da Beira Mar com uma área de lazer completa.
Fale agora com nossos especialistas!
Fazemos parte da Ceará Rede Imóveis
Seu negócio com segurança
* Preço sujeito alteração! * -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1700000,118,3,4,5,14406.77966101695,"Rua Silva Paulet - até 764/765, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60165110,Fortaleza,Meireles,Rua Juazeiro do Norte,"Código do anúncio: RGAP643

Ed. 5° Andar

Localização privilegiada 
150 m2
3 suítes 
Dce 
Varandão vista mar 
2 vagas de garagem 
Lazer completo

Valor - R$ 1.199.000,00

Ligue e agende uma visita
Robson Geovani (Creci- 12.876 F).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199000,150,3,4,2,7993.333333333333,"Rua Juazeiro do Norte, Meireles, Fortaleza - CE","Rua Juazeiro do Norte, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-110, Brasil"
Apartamentos,Venda - apartamento padrão,60170055,Fortaleza,Meireles,Avenida Desembargador Moreira - até 899 - lado ímpar,"Código do anúncio: 13S957K

O apartamento está localizado no bairro Meireles possui 100 metros quadrados com 2 quartos sendo 2 suites e 3 banheiros
Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Elevador para mais praticidade no dia-a-dia.
Encontra-se na privacidade de um condomínio fechado.
Já está com os móveis.",1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1199000,100,2,3,2,11990.0,"Avenida Desembargador Moreira - até 899 - lado ímpar, Meireles, Fortaleza - CE",
Casas,Venda - casa em rua pública,60533400,Fortaleza,Conjunto Ceará I,Rua 1133,"Código do anúncio: 1G6N624

A casa no bairro Conjunto Ceará I possui 100 metros quadrados com 4 quartos e 3 banheiros.São 04 casas  connstruida no mesmo terreno.Maiores informações .Localização privilegiada.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,100,4,3,2,1800.0,"Rua 1133, Conjunto Ceará I, Fortaleza - CE","Rua 1133, 4ª Etapa, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-540, Brasil"
Apartamentos,Venda - apartamento padrão,60811110,Fortaleza,Engenheiro Luciano Cavalcante,Rua Luiza Miranda Coelho,"Código do anúncio: edreservattolocacao

Reservatto Condomínio Parque - Torre Flora

Rua Luiza Miranda Coelho, 1130.

Próximo ao Shopping Iguatemi, Av. Washington Soares, restaurantes, farmácias, padarias, colégios, faculdades e muito mais.

- 74m²
-ampla sala
-varanda e cozinha gourmet
-01 suíte
-01 suite reversivel
-01 gabinete
-banheiro de serviço
-nascente
-andar alto
-02 vagas de garagem.

Lazer completo- Piscina adulto com raia e infantil, academia, salão de festas, salão gourmet, churrasqueira, salão de jogos, salão de jogos eletrônicos, quadra de futebol.


Julio Aldigueri CRECI 8817
9 9988.9776


.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,650000,74,3,3,2,8783.783783783783,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Luiza Miranda Coelho, Conjunto Santa Luzia do Cocó, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-110, Brasil"
Apartamentos,Venda - apartamento padrão,60811110,Fortaleza,Engenheiro Luciano Cavalcante,Rua Luiza Miranda Coelho,"Código do anúncio: AP0391

APARTAMENTO EM LOCALIZAÇÃO PRIVILEGIADA, PRÓXIMO DO IGUATEMI, UNIFOR E TUDO QUE VOCÊ PRECISA!

APARTAMENTO COM 2 QUARTOS, 2 BANHEIROS, SENDO
1 SUÍTE E 1 BANHEIRO SOCIAL
COM VARANDA
SEMI-MOBILIADO
CAMPO DE FUTEBOL
CHURRASQUEIRA
PISCINA
PLAYGROUND -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,220000,50,2,2,1,4400.0,"Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante, Fortaleza - CE","Rua Luiza Miranda Coelho, Conjunto Santa Luzia do Cocó, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-110, Brasil"
Apartamentos,Venda - apartamento padrão,60055355,Fortaleza,Fátima,Rua Milton Espíndola Pinheiro,"Código do anúncio: 1E0JAR9

Apartamento no Bairro de Fátima, prox /Av Aguanambi, Hospital, Supermercado,  ônibus na porta, Faculdade , ,com 60 metros quadrados com 3 quartos sendo 1 suite,   mais Wc social,
 ,Dependência de  empregada , lavanderia, e grande  espaço  de garagem fechada .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,60,3,1,1,3500.0,"Rua Milton Espíndola Pinheiro, Fátima, Fortaleza - CE","Rua Milton Espíndola Pinheiro, Fátima, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60055-355, Brasil"
Casas,Venda - casa em condominio fechado,60831301,Fortaleza,Lagoa Redonda,Rua Muritiapuá,"Código do anúncio: REO726228

Ótima casa plana em Condomínio Fechado, com 3 quartos, sendo 1 suíte(wc com blindex, bancada em granito), ótima sala, uma cozinha(bancada em granito, armários e prateleiras) americana, wc social(bancada em granito e blindex), 2 duas vagas, um bom quintal e uma boa área de serviço. O condomínio oferece portaria 24h, sistema de monitoramento por câmeras(interno e externo), cerca elétrica, playground, espaço zen, deck (churrasqueira). Esse condomínio está próximo faculdades, colégios, restaurantes, supermercados, bom acesso às praias e aceita animais de estimação!  Agende sua visita e sinta a tranquilidade que esse lugar proporciona. Disponibilidade de  visitas de segunda a sábado. Entre em contato conosco. Estamos lhe esperando!  - Ref.: REO726228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000,62,3,2,2,3467.7419354838707,"Rua Muritiapuá, Lagoa Redonda, Fortaleza - CE","Rua Muritiapuá, Lagoa Redonda, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60831-301, Brasil"
Casas,Venda - casa em condominio fechado,60873010,Fortaleza,Parque Santa Maria,Rua Maria Quintino,"Código do anúncio: 196N6M8

A casa de condomínio está localizado no bairro Parque Santa Maria com 70 metros quadrados com 2 quartos sendo 2 suites e 3 banheiros
Possui espaço gourmet.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Espaço reservado para preparar o seu churrasco.
Encontra-se em um condomínio protegido por muros.",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,210000,70,2,3,2,3000.0,"Rua Maria Quintino, Parque Santa Maria, Fortaleza - CE","Rua Maria Quintino, Santa Fé, Parque Santa Maria, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60873-010, Brasil"
Apartamentos,Venda - apartamento padrão,60115080,Fortaleza,Meireles,Rua Barão de Aracati - até 849/850,"Código do anúncio: 33645

Quando a arte de viver da boas-vindas a sua vida. Assim e o Artiz Meireles.SUSTENTABILIDADE, TECNOLOGIA, INTEGRACAO.Apresentado pelo exclusivo painel do consagrado artista Vando Figueiredo, o Artiz e um projeto amplo e importante. Inspirado e projetado sob os modernos conceitos de tecnologia, sustentabilidade e integracao com a cidade, atendendo ao maximo sua ideia de sofisticacao e bem-estar.7000m da paria de Iracema,  o empreendimento com 01 torre, 40 andares, 02 por andar, 80 unidades, 01 pavimento lazer, 01 pavimento terreo, 01 pavimento subsolo, 03 elevadores  02 sociais e 1 servico .Tamanho: 155,39m² - Sala de estar/jantar integrada a varanda gourmet, 03 suites plenas, 01 suite reversivel, WC de servico, 03 vagas de garagem.Tamanho 188,30m² - Sala de estar/jantar integrada a varanda gourmet, 04 suites plenas, lavabo, dependencia completa, 03 vagas de garagem. Area de lazer: Salao gourmet com area de jogos, churrasqueira, lounge garden, academia, academia out door, salao de jogos, lounge molhado com jacuzzi, piscina adulta aquecida  18m de raia , piscina infantil com fonte interativa.Diferenciais: 100% nascente, energia solar  placas solares localizadas nas cobertas dos veiculos do terreo com a previsao de suprir 50% da geracao de energia do condominio, area comum, reuso de agua, lixeira seletiva em todos os pavimentos, automacao das areas comum, tomadas para carros eletricos, piscina aquecida, ambientes com tomada USB, iluminacao de LED, acesso programado dos ambientes das areas comuns liberados por biometria ou sistema similar,  acesso de visitantes por QRCode, guarda E-commerce, pet shower, opcoes de automacao no apartamento, fechadura eletronica.Previsao de entrega: Outubro/2024ATENCAO; Valores sujeito a correcao.Agende sua visita!  
                    Atualizado em  :51.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749000,155,4,5,0,11283.870967741936,"Rua Barão de Aracati - até 849/850, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60176115,Fortaleza,Papicu,Rua César Fonseca - até 269/270,"Código do anúncio: AP0247

Duas quadras do shopping do Rio Mar; fácil acesso para toda cidade. *Condomínio com apenas 18 unidades; bem conservado *Você está perto do shopping; supermercado, faculdade; praia do futuro; colégio e muito mais. *Nascente super ventilado; rua tranquila -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235000,97,3,3,1,2422.680412371134,"Rua César Fonseca - até 269/270, Papicu, Fortaleza - CE",
Casas,Venda - casa em rua pública,60822332,Fortaleza,Cambeba,Rua Magistrado Raul de Souza Girão,"Uma casa no ago Jacarey, na rua Mag. Raul de Sousa Girão, 433, medindo 9,00m de frente, por 37,96,m2 de fundos, com uma área de 341, 64m2, com uma área construida  de 140,m2, casa plana.",0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,600000,140,4,3,5,4285.714285714285,"Rua Magistrado Raul de Souza Girão, Cambeba, Fortaleza - CE","Rua Magistrado Raul de Sousa Girão, Lago Jacarey, Cambeba, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60822-332, Brasil"
